saleprice,catprice,sale_num,nbhd,quad,usecode,eyb,num_units,landarea,livingarea,rooms,bedrm,bathrm,hf_bathrm,kitchens,fireplaces,lot_type,heater,AC,style,struct_type,grade,condtn,extwall,intwall,roofing
300000,4,1,24,2,11,1962,1,2160,3274,10,5,3,1,1,1,1,8,3,7,5,12,5,7,4,9
95000,1,1,39,1,11,1959,1,1616,1902,6,3,2,0,1,0,1,8,2,4,5,9,1,17,4,1
87200,1,1,19,1,23,1963,4,5472,3264,12,4,4,0,4,0,1,6,3,4,2,2,1,7,5,1
144910,2,1,31,2,11,2007,1,1870,1356,6,3,2,1,1,1,1,13,3,4,5,9,5,7,5,1
87500,1,1,39,1,13,1963,1,1176,1332,5,2,1,1,1,0,2,8,2,4,6,2,5,22,4,9
135083,1,1,6,2,12,1956,2,11250,3531,15,8,4,0,1,1,1,8,2,5,7,1,1,20,4,3
75000,1,1,39,3,13,1953,1,998,1140,5,2,1,0,1,0,2,6,3,4,6,2,1,23,5,1
118800,1,1,39,1,11,1968,1,1600,2181,10,5,1,1,1,0,1,8,2,7,5,9,5,7,12,9
90066,1,1,39,3,11,1963,1,810,978,6,3,2,0,1,2,2,13,3,4,5,2,1,7,5,1
64000,1,1,39,1,11,1953,1,840,1000,5,2,1,0,1,0,2,13,3,4,5,2,1,22,4,9
58900,1,1,42,2,11,1942,1,1545,1112,7,4,1,0,1,0,1,8,2,4,5,2,1,7,4,9
188111,2,1,40,2,11,2011,1,1285,1878,8,3,2,1,1,0,1,6,3,7,7,2,7,4,4,1
91800,1,1,40,2,11,1953,1,1050,1347,6,3,1,0,1,0,1,6,3,4,5,2,1,7,4,1
76000,1,1,39,3,11,1959,1,1769,900,5,2,1,0,1,0,1,6,3,4,5,2,1,7,5,1
110000,1,1,56,1,12,2004,1,7774,2260,7,4,2,1,1,1,1,13,3,4,7,9,5,4,1,12
175000,2,1,39,1,24,1963,2,1038,2304,8,4,4,1,2,0,1,6,3,7,5,2,7,7,5,1
60000,1,1,18,1,12,1963,1,5179,1144,6,4,2,0,1,1,2,6,3,4,7,2,5,7,4,3
40000,1,1,5,1,11,1953,1,870,840,5,2,1,0,1,0,1,8,2,4,5,2,4,7,5,1
183796,2,5,31,2,13,1966,1,2211,1488,8,5,3,1,1,1,1,6,3,4,6,1,1,7,5,1
83000,1,1,40,2,24,1953,2,2500,1066,6,2,2,0,2,0,1,8,2,4,4,2,1,4,4,1
98000,1,1,39,3,11,1953,1,848,992,5,2,1,1,1,1,1,8,2,4,5,2,5,7,4,9
125000,1,1,40,2,11,1968,1,1584,2164,10,4,2,0,1,0,1,13,3,4,5,9,1,7,4,9
68000,1,1,39,3,11,1942,1,990,1274,6,3,1,0,1,0,2,8,2,4,4,2,1,7,4,9
153000,2,1,31,2,24,1956,2,2332,2319,8,4,3,1,2,1,1,8,3,7,5,1,5,7,4,1
90000,1,1,40,2,11,1963,1,857,1148,6,2,1,1,1,0,1,6,3,4,4,2,1,23,5,9
245000,3,1,11,2,12,1968,1,5375,2160,10,5,3,1,1,3,2,13,3,4,7,9,5,7,4,3
58000,1,1,2,3,12,1963,1,5040,1190,6,3,2,0,1,0,2,6,3,1,7,2,5,7,12,12
34500,1,1,22,3,12,1942,1,4712,632,5,3,1,0,1,0,1,8,2,1,7,2,4,23,12,3
139000,1,1,39,1,24,1968,2,1633,2091,4,2,2,1,2,0,1,6,3,7,5,9,5,7,5,1
138000,1,1,11,2,11,1949,1,3915,1378,8,3,2,2,1,1,1,13,3,4,4,9,1,7,4,1
131000,1,1,49,2,12,1981,1,6404,1901,9,5,2,0,1,1,1,8,2,4,7,9,5,23,4,3
1700000,10,1,25,2,11,1982,1,16683,7394,17,9,7,1,1,9,1,8,3,7,4,4,5,7,4,13
191000,2,1,9,3,11,1981,1,1473,1700,6,2,2,1,1,2,1,13,3,4,5,1,5,7,4,9
43309,1,1,43,3,12,1956,1,2342,1424,6,3,1,2,1,0,1,8,2,4,7,1,1,7,5,1
399000,5,3,48,2,12,2017,1,5750,3312,9,5,4,2,1,1,1,6,3,7,7,12,7,20,4,1
81000,1,1,39,1,11,1959,1,1185,1406,7,2,1,1,1,0,1,8,2,4,5,9,1,7,12,9
65000,1,1,6,2,13,1963,1,2397,1088,5,3,1,0,1,0,1,8,2,4,6,1,1,7,4,1
44852,1,1,52,1,11,1953,1,1232,768,5,2,1,0,1,0,1,13,3,4,5,2,1,7,4,1
162000,2,1,36,2,23,1991,2,1084,1268,8,3,3,1,2,1,2,9,3,4,2,1,5,7,5,3
82000,1,1,39,1,11,1959,1,1628,1178,7,3,1,0,1,1,1,8,2,4,5,9,1,7,12,1
45000,1,1,18,1,12,1963,1,3621,748,5,2,1,0,1,0,2,6,3,1,7,2,5,22,4,3
65000,1,1,39,1,11,1942,1,1038,1080,6,3,1,0,1,0,1,8,2,4,5,2,1,7,4,1
132000,1,1,36,2,11,1962,1,2414,2280,8,3,1,1,1,1,2,8,2,4,4,9,1,7,4,9
69958,1,1,35,1,11,1946,1,1768,1188,6,3,1,1,1,3,1,8,2,4,5,1,1,7,4,13
316500,4,1,25,2,13,1969,1,1960,1760,8,4,3,1,1,3,2,13,3,5,6,3,5,7,4,9
78500,1,1,39,1,11,1956,1,732,832,4,3,1,0,1,0,1,6,3,4,5,1,1,7,4,9
119700,1,1,40,2,24,1966,2,1295,2508,0,0,3,0,2,0,1,6,3,7,5,1,1,7,12,9
89019,1,1,6,2,12,1958,1,3740,1392,7,3,2,1,1,1,1,13,3,4,7,1,1,7,4,13
157650,2,1,36,2,11,1962,1,1380,2028,8,4,3,1,1,1,1,8,2,4,5,9,1,7,4,9
242500,3,1,11,2,12,1968,1,5136,2946,9,3,2,2,1,1,1,8,3,5,7,9,5,7,4,13
495000,6,7,19,1,24,1966,3,2707,2916,12,7,7,1,3,0,1,6,3,7,5,1,7,12,4,1
94400,1,1,15,2,24,1966,2,2334,1514,6,4,3,0,2,1,1,13,3,4,5,1,1,7,12,9
80000,1,1,12,2,11,1966,1,1275,1218,6,3,1,0,1,0,1,6,3,4,5,1,5,7,5,1
82050,1,1,15,2,23,1963,4,4723,2812,12,3,3,1,4,0,2,8,2,4,2,2,1,7,4,1
62000,1,1,52,1,11,1963,1,1596,840,4,2,1,0,1,0,1,6,3,4,5,2,5,7,4,1
95000,1,1,39,1,11,1966,1,1180,1200,6,3,1,0,1,0,1,8,2,4,5,1,5,7,4,9
30000,1,1,18,1,13,1953,1,2965,1190,6,3,1,0,1,0,1,8,2,4,6,2,1,22,4,3
100000,1,1,18,1,12,2016,1,2513,3012,9,6,4,1,1,0,1,6,3,7,7,1,5,4,5,1
53280,1,2,52,1,11,1953,1,1296,1386,7,3,1,1,1,0,1,8,2,4,5,2,1,7,4,9
34000,1,1,22,3,11,1942,1,3668,1024,6,3,1,0,1,0,1,6,2,4,4,2,1,7,4,1
107000,1,1,40,2,24,1953,2,1753,1152,6,3,2,0,2,1,2,6,3,4,5,2,1,7,4,10
80500,1,1,15,2,11,1953,1,1250,1020,6,3,1,0,1,4,1,13,3,4,5,2,1,7,4,13
88500,1,1,15,2,11,1953,1,2043,1572,9,3,2,0,1,0,1,8,2,4,5,2,5,7,4,9
55000,1,1,2,3,23,1942,4,2550,2720,20,4,4,4,4,0,1,8,2,4,2,2,1,7,4,9
45000,1,1,16,3,23,1969,2,3125,1332,6,5,3,0,2,0,1,13,3,4,2,2,5,7,4,1
70000,1,1,15,2,11,1956,1,1957,1652,6,3,1,0,1,0,1,8,2,4,5,1,1,7,4,9
195000,2,1,40,2,24,1961,2,1594,3280,12,6,2,0,2,2,1,8,2,7,5,3,5,7,4,9
55000,1,5,2,3,11,1953,1,1268,1066,6,2,1,0,1,0,2,8,2,4,5,2,1,15,4,9
41000,1,1,18,1,23,1949,4,4320,2632,12,4,4,0,4,0,2,6,2,4,2,2,1,7,4,1
65000,1,1,15,2,11,1953,1,1489,1786,6,3,1,1,1,0,1,8,2,4,5,2,1,7,12,9
77000,1,1,49,2,11,1949,1,1773,1598,9,3,1,1,1,1,1,8,2,4,5,9,1,7,4,9
57000,1,1,2,3,11,1966,1,993,900,6,2,1,0,1,0,2,6,3,4,5,2,7,7,4,1
115200,1,1,39,1,11,1959,1,1253,1644,6,3,1,1,1,1,1,13,3,4,4,9,5,7,12,9
70000,1,1,15,2,24,1942,3,1420,1248,9,3,3,0,3,0,1,8,2,4,5,2,1,7,12,9
160000,2,1,40,2,23,1963,2,2000,2370,10,5,5,1,2,0,1,6,3,4,2,2,5,7,4,1
125500,1,1,39,3,11,1966,1,1792,1240,7,3,2,0,1,0,1,8,3,4,5,1,5,7,4,1
750000,8,1,30,2,12,2015,1,10751,6410,13,5,5,1,1,1,1,13,3,5,7,6,3,7,5,13
108000,1,1,39,1,24,1966,2,1800,1940,8,2,2,0,2,0,2,8,2,4,5,1,5,7,4,9
95000,1,1,15,2,11,1956,1,1594,2128,11,6,3,1,1,0,1,8,2,7,5,1,1,7,4,9
215000,2,1,9,1,11,1981,1,1875,2010,8,3,3,1,1,0,1,6,3,4,4,9,7,4,12,9
139900,2,1,31,2,24,1966,2,2880,1800,7,4,3,1,2,0,1,8,3,4,5,1,5,7,4,1
79950,1,1,39,3,11,1953,1,866,942,5,2,1,1,1,1,1,8,3,4,5,2,1,7,12,9
76900,1,1,15,2,11,1960,1,1781,748,5,2,2,1,1,0,2,8,3,4,5,2,1,7,4,9
88750,1,1,39,1,11,1953,1,1038,1344,10,4,2,1,1,0,1,8,3,4,5,2,1,7,4,9
65000,1,1,33,3,12,2012,1,4000,2080,8,4,2,1,1,1,1,6,3,4,7,2,5,4,1,3
55000,1,1,18,1,12,1966,1,1715,948,6,3,3,0,1,0,2,13,3,1,7,1,5,22,4,3
43412,1,1,52,1,11,1953,1,1400,1116,6,3,1,0,1,0,1,8,2,4,5,2,1,7,4,1
106463,1,1,40,2,11,2000,1,975,1470,8,4,1,1,1,0,1,6,2,4,5,1,1,7,12,10
99500,1,1,39,1,11,1963,1,984,1060,6,3,1,1,1,0,1,6,3,4,5,2,5,7,4,9
118900,1,1,40,2,24,1959,2,990,1238,6,2,2,1,2,0,1,9,3,4,4,9,1,7,5,1
245000,3,1,17,2,12,1953,1,6174,4260,10,4,3,2,1,2,1,8,2,5,7,12,5,7,4,2
207500,2,1,9,3,24,1956,2,1434,2310,10,3,3,0,2,3,1,6,3,7,5,2,5,7,4,10
74000,1,1,15,2,11,1953,1,2043,1716,8,3,2,1,1,0,1,8,2,4,5,2,1,7,4,9
80000,1,1,7,1,11,1946,1,3996,1658,6,3,1,1,1,0,1,13,3,4,4,1,5,4,4,9
130000,1,1,15,2,24,1966,2,2152,1564,10,4,3,1,2,0,1,6,3,4,4,1,5,7,4,9
201398,2,1,1,2,12,1971,1,5100,2271,7,3,2,0,1,1,1,13,3,4,7,12,5,7,4,13
55000,1,1,16,3,12,1963,1,6500,1940,5,3,2,1,1,0,2,6,3,4,7,2,5,22,4,3
36500,1,1,18,1,13,1956,1,2518,1548,6,3,2,0,1,0,1,8,2,4,6,2,1,7,4,9
80000,1,1,40,2,23,1953,2,1663,2196,10,4,2,0,2,0,1,8,2,4,5,2,1,7,4,1
70000,1,1,33,3,12,2010,1,4000,1902,8,4,3,1,1,0,1,6,3,4,7,1,5,4,1,3
53396,1,1,12,2,12,1942,1,5100,1149,6,3,1,0,1,0,1,8,2,1,7,2,1,23,4,3
180000,2,1,24,2,11,1962,1,2000,1742,7,3,1,1,1,1,1,8,3,4,5,12,5,4,5,9
80000,1,1,43,3,12,1966,1,3143,2725,6,3,3,0,1,1,1,6,3,1,7,1,5,7,4,3
149900,2,1,31,2,24,1974,2,1667,2301,9,6,3,1,2,0,1,6,3,7,5,9,5,7,5,1
75000,1,1,39,3,11,1953,1,1280,1304,6,3,2,0,1,0,1,8,2,4,5,2,1,7,4,9
119900,1,1,15,2,11,1979,1,2178,1744,6,3,1,1,1,1,1,8,3,4,5,1,5,7,4,9
77500,1,1,19,2,24,1959,2,1499,1576,8,3,2,0,2,0,1,8,2,4,5,9,1,7,5,1
75000,1,1,52,1,11,1993,1,1408,1324,0,3,1,1,1,2,2,13,3,4,5,2,5,20,4,3
56000,1,1,42,2,11,1942,1,2090,1376,7,3,1,0,1,0,1,8,2,4,5,2,1,7,4,9
83000,1,1,39,4,11,1963,1,1392,1720,5,3,1,1,1,0,1,6,2,4,5,2,5,7,1,9
200000,2,1,8,2,11,1968,1,2281,2266,6,3,2,1,1,1,1,8,2,7,5,9,5,7,4,9
135000,1,1,40,2,24,1956,2,1900,1822,7,4,2,0,2,1,1,12,3,4,5,1,5,7,12,9
80000,1,1,51,1,13,1967,1,2666,1088,6,3,1,1,1,0,1,8,3,4,6,2,5,7,4,1
36000,1,1,52,1,23,1951,2,1460,1184,6,2,2,0,2,0,1,6,2,4,2,2,1,7,4,1
107700,1,1,9,3,12,1963,1,563,933,5,2,1,1,1,0,1,13,3,4,7,1,1,7,4,9
65000,1,1,28,3,13,1956,1,2783,1286,7,3,2,1,1,0,1,8,2,4,6,1,5,7,4,1
273750,3,1,1,2,12,1968,1,4000,2265,8,4,3,1,1,1,2,8,3,4,7,9,7,7,4,3
105000,1,1,39,3,11,1963,1,983,1128,5,2,2,1,1,0,1,6,3,4,5,2,5,7,12,9
133500,1,1,15,2,24,1959,2,1503,1624,6,4,3,0,4,1,1,6,3,4,5,9,5,7,5,9
250000,3,1,26,2,11,1968,1,1876,1600,8,3,2,1,1,1,1,6,3,4,5,9,7,7,4,1
53468,1,1,7,1,12,1942,1,4600,947,6,3,1,0,1,0,1,6,2,1,7,2,1,23,4,3
77500,1,1,39,1,11,1956,1,1378,1386,6,2,1,0,1,0,1,6,3,4,5,1,1,7,4,9
61000,1,1,39,1,11,1953,1,737,696,4,1,1,0,1,1,1,12,2,4,5,2,1,7,4,1
139062,1,4,56,1,12,1963,1,3830,1352,7,4,3,1,1,0,2,6,3,4,7,2,7,18,5,3
74900,1,1,5,1,12,2012,1,2789,1664,7,4,2,0,1,0,1,6,3,4,7,2,5,22,5,3
273000,3,1,9,1,24,1968,2,1782,3681,16,6,5,1,4,2,2,6,3,7,5,9,1,7,4,10
130000,1,1,15,2,24,1966,2,2667,1804,10,4,3,1,2,0,1,6,3,4,5,1,5,7,4,9
198600,2,5,42,2,12,1966,1,4600,2315,9,5,2,0,1,1,1,6,3,5,7,1,5,23,12,3
80000,1,1,39,3,11,1956,1,1672,1432,6,3,1,1,1,0,1,8,2,4,4,1,1,7,4,1
115819,1,7,52,1,24,1960,3,2234,1260,9,3,3,0,3,0,1,8,2,4,5,2,1,7,4,1
171500,2,1,40,2,11,1968,1,1440,1764,6,3,2,0,1,2,1,8,3,4,5,9,5,7,4,1
70000,1,1,15,2,11,1959,1,2592,1322,6,3,1,0,1,0,1,6,2,4,5,9,1,7,4,9
341000,4,1,10,2,24,1981,2,1000,2410,14,5,4,0,2,1,1,13,3,7,5,9,7,7,12,9
51293,1,1,39,1,23,1942,2,860,1120,6,2,1,0,2,0,1,8,2,4,5,2,1,7,4,1
78319,1,1,15,2,11,1956,1,1850,1680,6,3,2,0,1,0,1,13,3,4,5,1,1,7,4,1
124900,1,1,42,2,12,1946,1,5500,3340,12,7,3,2,1,2,1,8,2,5,7,1,1,23,4,3
72500,1,1,39,3,11,1953,1,1674,1116,6,2,2,0,1,0,1,8,2,4,5,2,1,7,4,1
105000,1,1,56,1,12,1966,1,4967,2689,7,4,3,0,1,1,1,6,3,4,7,1,5,7,5,3
121000,1,1,39,1,24,1966,2,1612,2320,7,4,3,2,2,0,1,6,3,4,4,1,1,7,4,9
60000,1,1,19,1,13,1956,1,2462,1774,6,3,1,1,1,0,1,6,2,4,6,1,1,7,5,1
89950,1,1,15,2,11,1956,1,1532,1240,6,3,1,0,1,0,1,6,3,4,5,1,5,7,4,9
150000,2,1,40,2,11,1949,1,3008,3140,7,5,3,1,1,3,1,6,2,7,5,9,4,7,5,1
117300,1,1,40,2,11,1966,1,756,912,6,3,1,0,1,0,1,8,3,4,5,1,5,7,4,1
220000,3,1,41,2,12,1971,1,3000,2387,5,4,3,1,1,1,2,6,3,4,7,12,5,4,4,13
71550,1,1,39,1,13,1953,1,1936,1436,6,2,2,0,1,0,1,8,2,4,4,2,1,7,4,1
195000,2,1,9,3,24,1968,2,1126,1744,11,3,3,0,2,0,1,9,3,4,5,9,5,7,12,10
77000,1,1,9,3,13,1953,1,570,624,6,2,1,0,1,0,2,8,2,4,6,2,1,7,4,9
135129,1,1,36,2,24,1959,2,2663,2610,7,5,2,0,2,1,1,8,2,7,5,9,1,7,4,9
67500,1,1,52,1,23,1953,4,3900,2368,12,4,4,0,4,0,1,8,2,4,2,2,5,7,4,1
76000,1,3,52,1,23,1963,2,1536,1580,10,2,2,0,2,2,1,8,3,4,2,2,5,7,12,1
110000,1,1,15,2,24,1959,4,4575,2382,12,4,4,0,4,0,2,8,2,5,6,9,4,20,4,3
100000,1,1,39,1,23,1969,4,2198,2444,16,4,2,0,4,0,1,6,3,4,2,2,5,7,4,1
216500,3,1,9,3,12,1980,1,2777,2240,6,3,2,1,1,2,1,6,3,4,7,9,5,7,12,13
90721,1,1,56,1,12,1966,1,11532,3083,8,5,3,1,1,0,2,6,3,4,7,1,1,20,5,3
65000,1,1,15,2,11,1956,1,1229,1556,6,3,1,0,1,0,1,8,2,4,5,1,1,7,4,9
77875,1,1,39,3,11,1968,1,1898,1368,6,3,1,0,1,0,2,8,2,4,5,9,1,7,12,1
130000,1,1,15,2,24,1966,2,1597,1882,10,6,3,0,2,1,2,6,3,7,5,1,5,7,4,1
42000,1,1,52,1,11,1953,1,1595,1216,9,4,1,1,1,0,1,8,2,4,5,2,1,7,12,9
80000,1,1,42,2,11,1949,1,1800,1457,6,3,2,0,1,2,1,8,2,4,5,9,1,7,4,9
120000,1,1,19,2,24,1966,2,1111,1634,7,4,3,1,2,0,1,8,3,4,5,1,5,7,12,1
82500,1,1,42,2,11,1963,1,1700,1520,6,3,1,0,1,0,1,6,3,4,5,2,5,7,4,9
200000,2,1,49,2,12,1985,1,4425,3744,13,6,3,1,1,2,1,8,3,4,7,9,5,7,4,3
47305,1,1,56,1,12,1956,1,2800,1370,8,3,1,0,1,0,1,8,2,4,7,1,1,22,4,3
89500,1,1,39,4,11,1979,1,1151,1350,5,2,1,1,1,1,1,13,3,4,5,1,1,7,4,9
90000,1,1,39,1,24,1968,2,698,1540,6,2,2,0,2,0,2,6,3,4,5,9,1,7,12,1
105886,1,1,6,2,12,1966,1,8847,1965,8,3,2,0,1,1,1,8,2,1,7,1,5,23,4,3
98960,1,1,48,2,12,1965,1,4857,1750,7,3,2,1,1,1,1,13,3,4,7,12,1,7,4,13
55000,1,1,39,4,23,1949,2,1239,1120,6,2,2,0,2,0,1,8,2,4,2,2,1,7,4,1
215000,2,1,40,2,24,1959,2,2970,2650,6,4,4,0,2,2,2,8,3,4,4,9,5,7,4,1
214895,2,1,43,3,11,2008,1,1685,1400,6,3,2,0,1,0,1,13,3,4,5,1,5,22,10,3
79304,1,1,39,1,11,2005,1,2558,1200,7,3,1,0,1,0,1,13,3,4,4,2,5,22,1,12
82000,1,1,39,1,13,1956,1,1121,1292,6,3,1,1,1,1,1,13,3,4,6,1,1,7,4,1
30000,1,1,3,3,12,1953,1,10312,598,6,2,1,0,1,0,1,13,3,1,7,2,1,7,4,3
40000,1,1,33,3,23,1953,4,7606,2340,12,4,4,0,4,0,1,8,2,4,2,2,1,7,4,1
72904,1,1,42,2,23,1942,4,2870,3238,16,4,4,0,4,0,1,8,2,4,2,2,1,7,4,1
95000,1,1,39,3,11,1966,1,808,1348,6,2,2,1,1,0,1,6,3,4,4,1,1,7,4,1
65000,1,1,18,1,12,1966,1,7488,1550,9,4,3,1,1,0,1,6,3,4,7,1,5,4,4,3
29000,1,1,2,3,11,1942,1,1278,926,5,2,1,0,1,0,2,8,2,4,4,2,1,7,4,9
90000,1,1,15,2,11,1966,1,2088,1720,7,4,2,0,1,1,1,8,3,4,4,1,1,7,4,9
62618,1,1,6,2,13,1956,1,1610,1440,6,3,1,0,1,1,1,8,2,4,6,1,1,7,4,1
512300,6,1,50,2,12,1995,1,8843,3376,10,4,4,1,1,4,1,13,3,4,7,4,7,4,4,13
90000,1,1,35,1,12,1953,1,6982,1858,8,4,2,2,1,2,1,13,3,4,7,1,1,7,4,13
53550,1,1,39,1,11,1953,1,600,780,5,2,1,0,1,0,1,8,2,4,5,2,1,2,12,9
253770,3,7,7,1,11,1963,1,3199,1320,7,4,4,0,1,0,1,6,3,4,4,2,7,7,4,1
89900,1,1,52,1,23,1963,4,2767,3376,12,8,4,0,4,0,2,9,3,4,2,2,5,7,4,1
69990,1,1,28,3,23,1959,4,4034,4104,16,4,4,0,4,0,1,8,3,4,2,1,1,7,4,1
95000,1,1,39,3,11,1956,1,1281,1080,6,3,2,0,1,0,1,8,2,4,5,1,5,7,4,9
81750,1,1,42,2,11,1956,1,2826,1331,7,6,2,1,1,2,1,8,2,4,5,1,1,7,4,9
133800,1,1,39,1,24,1966,2,1707,1152,12,6,4,1,2,0,1,13,3,4,5,1,5,7,4,9
175000,2,1,39,3,24,1991,3,1837,3240,8,4,3,0,3,2,1,13,3,7,5,1,5,7,4,9
86000,1,1,39,1,24,1956,1,1337,1476,11,4,3,1,1,0,1,8,2,4,5,1,1,7,4,9
58000,1,1,39,3,11,1953,1,1315,980,4,2,1,0,1,0,1,8,2,4,5,2,1,7,12,9
72000,1,1,39,3,11,1956,1,1382,1680,8,3,1,0,1,0,1,8,2,4,4,1,1,7,4,9
70000,1,1,39,1,11,1963,1,1824,1120,6,2,2,0,1,0,2,6,3,4,5,2,1,7,12,9
102000,1,1,40,2,24,1966,2,1581,1798,7,3,2,0,2,0,2,6,3,4,5,1,1,7,4,9
110000,1,1,39,1,23,1956,4,2818,3460,20,8,4,0,4,0,1,8,3,4,2,1,1,7,4,9
29000,1,1,2,3,13,1953,1,2155,1014,5,3,1,0,1,0,2,8,2,4,6,2,1,23,12,9
2800000,10,1,30,2,12,2017,1,38822,8672,15,8,10,3,1,6,1,13,3,4,7,7,3,20,4,13
65000,1,1,52,1,23,1963,4,2400,2368,12,4,4,0,4,0,2,8,2,4,2,2,5,7,4,1
117000,1,1,15,2,11,1959,1,2153,2799,14,8,5,0,1,0,1,8,2,7,5,9,1,7,4,9
105000,1,1,40,2,11,1960,1,1488,1898,6,2,2,1,1,1,1,6,3,4,5,2,1,7,4,1
72800,1,1,15,2,11,1960,1,1150,960,5,2,1,0,1,0,1,6,3,4,5,2,5,7,12,9
129500,1,1,39,1,11,1999,1,1788,1512,6,2,3,0,1,0,1,6,3,4,4,1,5,7,4,9
130000,1,1,39,1,24,1966,2,2822,1648,10,4,3,1,2,0,1,6,3,4,4,1,5,7,4,9
166000,2,1,31,2,24,1971,2,1800,2480,10,6,4,1,2,1,1,6,3,7,5,12,5,7,5,1
85000,1,1,56,1,12,1963,1,4004,2233,7,4,3,0,1,1,1,6,3,4,7,2,5,22,4,3
171000,2,1,11,2,12,1966,1,5300,2752,10,4,3,1,1,1,1,8,3,4,7,9,1,15,4,3
57378,1,1,42,2,11,1953,1,1833,1530,8,4,1,1,1,0,1,6,2,4,5,2,1,7,4,9
130000,1,1,15,2,11,1966,1,2402,1676,10,4,4,1,1,0,1,6,3,4,5,1,5,7,4,9
73500,1,1,40,2,11,1953,1,950,1220,6,3,1,0,1,1,1,8,2,4,5,2,1,7,4,9
77000,1,1,40,2,11,1960,1,911,1204,4,2,2,0,1,0,1,8,3,4,4,2,1,4,12,9
65000,1,1,31,2,11,1956,1,2752,1280,7,4,2,0,1,0,2,8,2,4,5,1,1,7,5,1
55500,1,1,28,3,23,1953,4,3878,3220,14,6,4,0,4,0,1,14,2,4,2,2,1,7,5,1
59000,1,1,42,2,13,1970,1,3278,1368,5,2,2,0,1,0,1,6,3,4,6,1,1,21,4,1
45567,1,1,18,1,11,1963,1,693,870,5,2,2,1,1,0,2,6,3,4,5,2,5,7,4,9
90000,1,1,39,1,23,1963,2,2054,1600,6,3,2,0,2,1,1,6,3,4,5,2,5,7,4,1
95000,1,1,39,1,11,1979,1,1190,1444,6,3,1,1,1,0,1,13,3,4,5,1,5,7,12,9
85000,1,3,39,1,11,1946,1,1472,1230,6,3,1,1,1,0,1,8,2,4,5,1,1,7,4,9
55101,1,1,52,1,23,1963,4,2877,2992,12,6,4,0,4,0,1,6,2,4,2,2,1,7,4,1
33750,1,1,52,1,23,1953,2,1360,1152,6,2,2,0,2,0,1,8,2,4,2,2,1,7,4,1
48500,1,1,15,2,11,1953,1,1600,1176,8,4,1,0,1,0,2,8,2,7,5,2,1,22,12,1
125000,1,1,19,2,24,1968,4,1571,2428,12,7,4,0,4,0,1,8,3,7,5,9,1,7,4,1
78000,1,1,15,2,11,1979,1,1000,1272,6,4,1,1,1,0,1,6,3,4,5,9,1,7,2,1
141090,2,4,40,2,11,1959,1,1626,1951,0,0,2,1,1,0,2,8,2,4,4,9,1,7,4,1
257000,3,1,47,1,23,1965,4,3150,2800,16,4,4,0,4,0,1,8,2,4,2,2,1,7,10,1
257000,3,1,47,1,23,1965,4,3150,2800,16,4,4,0,4,0,1,8,2,4,2,2,1,7,10,1
48500,1,1,56,1,12,1956,1,6800,1140,6,3,1,0,1,0,2,8,2,4,7,1,4,20,4,3
50000,1,1,42,2,11,1942,1,1440,1216,6,3,1,0,1,0,1,8,2,4,5,2,1,7,4,9
73074,1,1,15,2,23,1953,4,5063,2812,12,4,4,0,4,0,2,8,2,4,2,2,1,7,4,1
159786,2,1,40,2,24,1995,2,1457,2016,8,3,2,1,2,2,1,13,3,7,5,1,5,7,4,9
158460,2,1,40,2,23,2008,2,2013,3628,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
158460,2,1,40,2,23,2008,2,2064,3628,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
63915,1,4,22,3,13,1967,1,2199,1024,5,3,1,0,1,0,1,6,3,4,6,2,5,7,5,1
83955,1,1,39,1,11,1966,1,1650,1252,6,3,1,0,1,0,1,8,2,4,5,1,5,7,4,9
75000,1,1,7,1,12,1956,1,7500,2028,8,4,2,0,1,0,1,8,2,6,7,1,1,23,4,3
158460,2,1,40,2,23,2008,2,2013,3672,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
158460,2,1,40,2,23,2008,2,2013,3672,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
158460,2,1,40,2,23,2008,2,2013,3672,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
158460,2,1,40,2,23,2008,2,2064,3672,8,4,4,0,2,0,1,6,3,7,2,1,5,7,5,1
70000,1,4,32,1,12,1963,1,4675,1800,9,5,1,1,1,0,1,13,3,4,7,1,1,23,4,3
75000,1,1,39,1,23,1956,4,2704,2886,16,4,4,0,4,0,1,8,2,4,2,1,1,7,1,1
70900,1,1,52,1,11,1963,1,1521,1360,7,5,3,0,1,0,1,6,3,4,5,2,5,7,4,1
130000,1,1,15,2,11,1959,1,2000,3170,11,5,4,0,1,4,1,8,2,7,5,9,1,7,4,9
127000,1,1,40,2,24,1962,2,896,2008,10,5,2,0,2,0,2,8,2,7,6,12,5,7,4,1
137000,1,1,49,2,11,1981,1,1900,2084,8,4,3,1,1,1,1,8,3,4,5,9,5,7,4,9
95000,1,1,40,2,24,1956,4,780,1240,5,1,4,0,4,0,2,12,2,4,6,1,1,7,4,9
48390,1,1,7,1,13,1942,1,3968,1330,7,3,1,1,1,1,1,8,2,4,6,2,1,22,12,14
60000,1,1,18,1,12,2011,1,4000,1276,6,3,2,1,1,0,2,6,3,4,7,2,5,15,4,3
